provider_id,provider_name,specialty,city,state
P00446,Davis Medical Group,Endocrinology,New Orleans,Louisiana
P00447,Jones Medical Group,Internal Medicine,Baton Rouge,la
P00448,Miller Medical Group,Cardiology,Lake Charles,Louisiana
P00449,Williams Medical Group,Nephrology,Baton Rouge,la
P00450,Gonzalez Medical Group,Internal Medicine,Baton Rouge,LA
P00451,Martinez Medical Group,Internal Medicine,New Orleans,Louisiana
P00452,Davis Medical Group,Internal Medicine,Baton Rouge,Louisiana
P00453,Brown Medical Group,Endocrinology,Lake Charles,Louisiana
P00454,Gonzalez Medical Group,Primary Care,Shreveport,LA
P00455,Brown Medical Group,Family Medicine,Lafayette,Louisiana
P00456,Johnson Medical Group,Cardiology,Shreveport,la
P00457,Davis Medical Group,Primary Care,New Orleans,LA
P00458,Brown Medical Group,Family Medicine,Baton Rouge,Louisiana
P00459,Gonzalez Medical Group,Cardiology,Baton Rouge,Louisiana
P00460,Rodriguez Medical Group,Endocrinology,Lake Charles,Louisiana
P00461,Miller Medical Group,Primary Care,Shreveport,Louisiana
P00462,Miller Medical Group,Family Medicine,Lafayette,la
P00463,Martinez Medical Group,Internal Medicine,Lake Charles,la
P00464,Miller Medical Group,Family Medicine,Lake Charles,LA
P00465,Johnson Medical Group,Primary Care,Lafayette,LA
P00466,Rodriguez Medical Group,Emergency Medicine,Lake Charles,la
P00467,Garcia Medical Group,Internal Medicine,Shreveport,LA
P00468,Rodriguez Medical Group,Family Medicine,Baton Rouge,la
P00469,Smith Medical Group,Emergency Medicine,New Orleans,la
P00470,Johnson Medical Group,Nephrology,Baton Rouge,la
P00471,Miller Medical Group,Family Medicine,Baton Rouge,LA
P00472,Gonzalez Medical Group,Primary Care,Shreveport,LA
P00473,Garcia Medical Group,Cardiology,Lake Charles,la
P00474,Brown Medical Group,Internal Medicine,Shreveport,LA
P00475,Hernandez Medical Group,Emergency Medicine,Baton Rouge,la
P00476,Gonzalez Medical Group,Internal Medicine,Baton Rouge,Louisiana
P00477,Rodriguez Medical Group,Primary Care,New Orleans,Louisiana
P00478,Davis Medical Group,Cardiology,Lake Charles,Louisiana
P00479,Lopez Medical Group,Family Medicine,Shreveport,la
P00480,Rodriguez Medical Group,Family Medicine,New Orleans,Louisiana
P00481,Smith Medical Group,Endocrinology,New Orleans,Louisiana
P00482,Brown Medical Group,Internal Medicine,Shreveport,LA
P00483,Brown Medical Group,Internal Medicine,Lake Charles,Louisiana
P00484,Gonzalez Medical Group,Endocrinology,Shreveport,Louisiana
P00485,Lopez Medical Group,Endocrinology,New Orleans,Louisiana
P00486,Jones Medical Group,Emergency Medicine,New Orleans,Louisiana
P00487,Jones Medical Group,Cardiology,Lake Charles,Louisiana
P00488,Gonzalez Medical Group,Internal Medicine,Baton Rouge,la
P00489,Lopez Medical Group,Nephrology,Lafayette,Louisiana
P00490,Smith Medical Group,Primary Care,Lake Charles,Louisiana
P00491,Martinez Medical Group,Cardiology,Lafayette,la
P00492,Johnson Medical Group,Emergency Medicine,New Orleans,Louisiana
P00493,Garcia Medical Group,Emergency Medicine,Shreveport,Louisiana
P00494,Rodriguez Medical Group,Endocrinology,New Orleans,la
P00495,Lopez Medical Group,Family Medicine,Shreveport,la
P00496,Brown Medical Group,Nephrology,Lafayette,LA
P00497,Garcia Medical Group,Primary Care,Lafayette,Louisiana
P00498,Johnson Medical Group,Nephrology,Lafayette,la
P00499,Martinez Medical Group,Internal Medicine,Shreveport,LA
P00500,Johnson Medical Group,Nephrology,Lafayette,LA
P00501,Gonzalez Medical Group,Endocrinology,Lake Charles,la
P00502,Miller Medical Group,Internal Medicine,Lafayette,la
P00503,Martinez Medical Group,Emergency Medicine,New Orleans,la
P00504,Smith Medical Group,Family Medicine,Baton Rouge,LA
P00505,Garcia Medical Group,Family Medicine,Baton Rouge,Louisiana
P00506,Brown Medical Group,Cardiology,Lafayette,LA
P00507,Miller Medical Group,Endocrinology,Lake Charles,LA
P00508,Brown Medical Group,Family Medicine,New Orleans,la
P00509,Williams Medical Group,Primary Care,Lafayette,la
P00510,Brown Medical Group,Endocrinology,New Orleans,la
P00511,Johnson Medical Group,Emergency Medicine,Lafayette,LA
P00512,Garcia Medical Group,Nephrology,New Orleans,Louisiana
P00513,Williams Medical Group,Emergency Medicine,Baton Rouge,LA
P00514,Hernandez Medical Group,Internal Medicine,Shreveport,LA
P00515,Miller Medical Group,Internal Medicine,Lafayette,Louisiana
P00516,Martinez Medical Group,Nephrology,Lafayette,Louisiana
P00517,Hernandez Medical Group,Internal Medicine,Shreveport,LA
P00518,Williams Medical Group,Cardiology,New Orleans,la
P00519,Jones Medical Group,Emergency Medicine,New Orleans,LA
P00520,Johnson Medical Group,Family Medicine,Baton Rouge,la
P00521,Miller Medical Group,Family Medicine,Lake Charles,Louisiana
P00522,Smith Medical Group,Nephrology,Baton Rouge,LA
P00523,Gonzalez Medical Group,Family Medicine,Lake Charles,la
P00524,Smith Medical Group,Internal Medicine,Lake Charles,la
P00525,Davis Medical Group,Cardiology,New Orleans,LA
P00526,Hernandez Medical Group,Cardiology,Lake Charles,LA
P00527,Jones Medical Group,Cardiology,Shreveport,LA
P00528,Miller Medical Group,Family Medicine,Baton Rouge,la
P00529,Hernandez Medical Group,Family Medicine,Shreveport,LA
P00530,Brown Medical Group,Nephrology,Baton Rouge,la
P00531,Hernandez Medical Group,Primary Care,Baton Rouge,Louisiana
P00532,Hernandez Medical Group,Primary Care,Lafayette,Louisiana
P00533,Williams Medical Group,Endocrinology,Baton Rouge,LA
P00534,Brown Medical Group,Primary Care,Lafayette,la
P00535,Davis Medical Group,Endocrinology,Shreveport,Louisiana
P00536,Jones Medical Group,Nephrology,Lafayette,LA
P00537,Rodriguez Medical Group,Primary Care,Shreveport,Louisiana
P00538,Smith Medical Group,Endocrinology,New Orleans,LA
P00539,Brown Medical Group,Family Medicine,New Orleans,LA
P00540,Smith Medical Group,Nephrology,Lafayette,Louisiana
P00541,Lopez Medical Group,Internal Medicine,New Orleans,Louisiana
P00542,Rodriguez Medical Group,Family Medicine,Baton Rouge,la
P00543,Williams Medical Group,Cardiology,Lake Charles,la
P00544,Johnson Medical Group,Family Medicine,Baton Rouge,Louisiana
P00545,Miller Medical Group,Internal Medicine,Lake Charles,Louisiana
P00546,Brown Medical Group,Internal Medicine,Lafayette,LA
P00547,Johnson Medical Group,Cardiology,Lafayette,Louisiana
P00548,Miller Medical Group,Nephrology,Lake Charles,la
P00549,Rodriguez Medical Group,Nephrology,Lafayette,LA
P00550,Gonzalez Medical Group,Family Medicine,New Orleans,la
P00551,Miller Medical Group,Nephrology,Shreveport,Louisiana
P00552,Miller Medical Group,Internal Medicine,Lafayette,Louisiana
P00553,Brown Medical Group,Primary Care,Baton Rouge,Louisiana
P00554,Davis Medical Group,Endocrinology,Shreveport,LA
P00555,Brown Medical Group,Internal Medicine,Shreveport,la
P00556,Jones Medical Group,Emergency Medicine,Shreveport,la
P00557,Brown Medical Group,Internal Medicine,New Orleans,LA
P00558,Rodriguez Medical Group,Internal Medicine,Lafayette,la
P00559,Hernandez Medical Group,Nephrology,Baton Rouge,la
P00560,Jones Medical Group,Family Medicine,New Orleans,la
P00561,Jones Medical Group,Endocrinology,Lake Charles,LA
P00562,Garcia Medical Group,Family Medicine,Lake Charles,Louisiana
P00563,Davis Medical Group,Family Medicine,New Orleans,LA
P00564,Johnson Medical Group,Primary Care,Lake Charles,la
P00565,Brown Medical Group,Emergency Medicine,Lake Charles,LA
P00566,Garcia Medical Group,Emergency Medicine,New Orleans,Louisiana
P00567,Gonzalez Medical Group,Nephrology,Lake Charles,Louisiana
P00568,Lopez Medical Group,Cardiology,Lake Charles,Louisiana
P00569,Rodriguez Medical Group,Endocrinology,Baton Rouge,LA
P00570,Rodriguez Medical Group,Emergency Medicine,Shreveport,LA
P00571,Rodriguez Medical Group,Primary Care,Shreveport,la
P00572,Gonzalez Medical Group,Family Medicine,Lafayette,Louisiana
P00573,Brown Medical Group,Family Medicine,Lake Charles,Louisiana
P00574,Garcia Medical Group,Emergency Medicine,Shreveport,la
P00575,Gonzalez Medical Group,Emergency Medicine,Shreveport,LA
P00576,Smith Medical Group,Emergency Medicine,New Orleans,LA
P00577,Davis Medical Group,Primary Care,Lake Charles,Louisiana
P00578,Brown Medical Group,Internal Medicine,Shreveport,la
P00579,Jones Medical Group,Family Medicine,Lake Charles,Louisiana
P00580,Martinez Medical Group,Cardiology,Lafayette,Louisiana
P00581,Gonzalez Medical Group,Endocrinology,Lake Charles,Louisiana
P00582,Smith Medical Group,Family Medicine,New Orleans,LA
P00583,Miller Medical Group,Endocrinology,New Orleans,la
P00584,Gonzalez Medical Group,Family Medicine,Baton Rouge,Louisiana
P00585,Miller Medical Group,Nephrology,Lake Charles,LA
P00586,Jones Medical Group,Emergency Medicine,Shreveport,Louisiana
P00587,Hernandez Medical Group,Emergency Medicine,Lake Charles,LA
P00588,Garcia Medical Group,Family Medicine,New Orleans,la
P00589,Garcia Medical Group,Emergency Medicine,Lafayette,Louisiana
P00590,Williams Medical Group,Cardiology,Lake Charles,LA
P00591,Jones Medical Group,Internal Medicine,Baton Rouge,la
P00592,Rodriguez Medical Group,Primary Care,Lake Charles,la
P00593,Jones Medical Group,Cardiology,Lake Charles,LA
P00594,Johnson Medical Group,Family Medicine,Lake Charles,Louisiana
P00595,Brown Medical Group,Primary Care,Baton Rouge,la
P00596,Rodriguez Medical Group,Nephrology,Shreveport,Louisiana
P00597,Miller Medical Group,Emergency Medicine,Lake Charles,Louisiana
P00598,Jones Medical Group,Emergency Medicine,Shreveport,LA
P00599,Rodriguez Medical Group,Cardiology,Baton Rouge,la
P00600,Garcia Medical Group,Family Medicine,Shreveport,LA
P00601,Jones Medical Group,Primary Care,Shreveport,Louisiana
P00602,Hernandez Medical Group,Nephrology,New Orleans,Louisiana
P00603,Lopez Medical Group,Primary Care,Baton Rouge,la
P00604,Miller Medical Group,Nephrology,Lafayette,LA
P00605,Miller Medical Group,Endocrinology,New Orleans,la
P00606,Brown Medical Group,Primary Care,Lafayette,la
P00607,Gonzalez Medical Group,Family Medicine,Shreveport,Louisiana
P00608,Lopez Medical Group,Nephrology,New Orleans,LA
P00609,Garcia Medical Group,Nephrology,Lake Charles,la
P00610,Miller Medical Group,Nephrology,Shreveport,LA
P00611,Miller Medical Group,Emergency Medicine,Baton Rouge,LA
P00612,Williams Medical Group,Emergency Medicine,Baton Rouge,LA
P00613,Hernandez Medical Group,Family Medicine,Lafayette,la
P00614,Garcia Medical Group,Internal Medicine,Shreveport,LA
P00615,Garcia Medical Group,Cardiology,Shreveport,Louisiana
P00616,Martinez Medical Group,Internal Medicine,New Orleans,la
P00617,Lopez Medical Group,Family Medicine,Baton Rouge,Louisiana
P00618,Hernandez Medical Group,Cardiology,Baton Rouge,Louisiana
P00619,Martinez Medical Group,Nephrology,Lake Charles,LA
P00620,Lopez Medical Group,Endocrinology,Shreveport,Louisiana
P00621,Miller Medical Group,Endocrinology,Lake Charles,Louisiana
P00622,Hernandez Medical Group,Primary Care,Lake Charles,LA
P00623,Brown Medical Group,Nephrology,Baton Rouge,LA
P00624,Garcia Medical Group,Internal Medicine,Shreveport,LA
P00625,Williams Medical Group,Endocrinology,Lafayette,Louisiana
P00626,Martinez Medical Group,Internal Medicine,Baton Rouge,la
P00627,Davis Medical Group,Family Medicine,Lafayette,LA
P00628,Davis Medical Group,Emergency Medicine,Lafayette,LA
P00629,Jones Medical Group,Endocrinology,Shreveport,la
P00630,Rodriguez Medical Group,Family Medicine,Baton Rouge,LA
P00631,Miller Medical Group,Endocrinology,New Orleans,Louisiana
P00632,Miller Medical Group,Family Medicine,Lake Charles,Louisiana
P00633,Davis Medical Group,Primary Care,Lake Charles,la
P00634,Johnson Medical Group,Primary Care,New Orleans,Louisiana
P00635,Davis Medical Group,Nephrology,Shreveport,LA
P00636,Miller Medical Group,Endocrinology,Baton Rouge,Louisiana
P00637,Garcia Medical Group,Internal Medicine,Lafayette,Louisiana
P00638,Smith Medical Group,Internal Medicine,Shreveport,LA
P00639,Hernandez Medical Group,Family Medicine,Shreveport,Louisiana
P00640,Gonzalez Medical Group,Nephrology,Baton Rouge,LA
P00641,Rodriguez Medical Group,Family Medicine,Lake Charles,LA
P00642,Martinez Medical Group,Endocrinology,Lake Charles,LA
P00643,Hernandez Medical Group,Family Medicine,New Orleans,Louisiana
P00644,Hernandez Medical Group,Cardiology,Baton Rouge,LA
P00645,Miller Medical Group,Family Medicine,Baton Rouge,Louisiana
P00646,Rodriguez Medical Group,Endocrinology,New Orleans,Louisiana
P00647,Rodriguez Medical Group,Family Medicine,Lake Charles,Louisiana
P00648,Martinez Medical Group,Nephrology,New Orleans,Louisiana
P00649,Hernandez Medical Group,Endocrinology,New Orleans,Louisiana
P00650,Jones Medical Group,Primary Care,Lake Charles,la
P00651,Gonzalez Medical Group,Internal Medicine,New Orleans,LA
P00652,Smith Medical Group,Cardiology,Lake Charles,la
P00653,Hernandez Medical Group,Cardiology,Lake Charles,LA
P00654,Rodriguez Medical Group,Nephrology,Shreveport,la
P00655,Hernandez Medical Group,Cardiology,Shreveport,la
P00656,Garcia Medical Group,Endocrinology,Lake Charles,la
P00657,Miller Medical Group,Internal Medicine,Lake Charles,LA
P00658,Jones Medical Group,Cardiology,Lafayette,Louisiana
P00659,Williams Medical Group,Family Medicine,New Orleans,LA
P00660,Gonzalez Medical Group,Endocrinology,Lafayette,la
P00661,Brown Medical Group,Endocrinology,Lafayette,la
P00662,Hernandez Medical Group,Cardiology,Baton Rouge,Louisiana
P00663,Johnson Medical Group,Internal Medicine,New Orleans,la
P00664,Jones Medical Group,Internal Medicine,Lake Charles,LA
P00665,Gonzalez Medical Group,Endocrinology,Baton Rouge,Louisiana
P00666,Jones Medical Group,Endocrinology,Shreveport,LA
P00667,Garcia Medical Group,Internal Medicine,Lake Charles,LA
P00668,Martinez Medical Group,Endocrinology,Baton Rouge,la
P00669,Davis Medical Group,Family Medicine,Lake Charles,la
P00670,Jones Medical Group,Family Medicine,New Orleans,Louisiana
P00671,Rodriguez Medical Group,Emergency Medicine,Lafayette,Louisiana
P00672,Miller Medical Group,Primary Care,Lafayette,LA
P00673,Gonzalez Medical Group,Cardiology,Lafayette,Louisiana
P00674,Rodriguez Medical Group,Nephrology,Baton Rouge,LA
P00675,Johnson Medical Group,Internal Medicine,Baton Rouge,la
P00676,Williams Medical Group,Cardiology,Shreveport,la
P00677,Williams Medical Group,Primary Care,Lafayette,LA
P00678,Garcia Medical Group,Nephrology,Lafayette,la
P00679,Jones Medical Group,Endocrinology,Shreveport,la
P00680,Gonzalez Medical Group,Endocrinology,Lake Charles,LA
P00681,Lopez Medical Group,Primary Care,Shreveport,la
P00682,Garcia Medical Group,Cardiology,New Orleans,la
P00683,Hernandez Medical Group,Family Medicine,Shreveport,la
P00684,Smith Medical Group,Endocrinology,Shreveport,LA
P00685,Davis Medical Group,Primary Care,Baton Rouge,LA
P00686,Martinez Medical Group,Cardiology,New Orleans,la
P00687,Gonzalez Medical Group,Cardiology,Lafayette,Louisiana
P00688,Rodriguez Medical Group,Family Medicine,Lafayette,la
P00689,Gonzalez Medical Group,Family Medicine,Shreveport,Louisiana
P00690,Jones Medical Group,Family Medicine,Lafayette,la
P00691,Johnson Medical Group,Primary Care,Shreveport,Louisiana
P00692,Gonzalez Medical Group,Primary Care,Lake Charles,la
P00693,Lopez Medical Group,Family Medicine,Shreveport,Louisiana
P00694,Johnson Medical Group,Family Medicine,Baton Rouge,Louisiana
P00695,Lopez Medical Group,Nephrology,Lake Charles,LA
P00696,Rodriguez Medical Group,Internal Medicine,Shreveport,la
P00697,Gonzalez Medical Group,Internal Medicine,Baton Rouge,la
P00698,Rodriguez Medical Group,Internal Medicine,Baton Rouge,Louisiana
P00699,Hernandez Medical Group,Nephrology,Lafayette,LA
P00700,Martinez Medical Group,Endocrinology,Shreveport,Louisiana
P00701,Jones Medical Group,Primary Care,Lake Charles,Louisiana
P00702,Davis Medical Group,Primary Care,Lake Charles,la
P00703,Davis Medical Group,Primary Care,New Orleans,la
P00704,Williams Medical Group,Emergency Medicine,Baton Rouge,LA
P00705,Smith Medical Group,Emergency Medicine,Baton Rouge,la
P00706,Davis Medical Group,Family Medicine,Baton Rouge,Louisiana
P00707,Gonzalez Medical Group,Cardiology,Baton Rouge,la
P00708,Hernandez Medical Group,Cardiology,Shreveport,Louisiana
P00709,Garcia Medical Group,Emergency Medicine,Lake Charles,LA
P00710,Gonzalez Medical Group,Primary Care,Lafayette,la
P00711,Smith Medical Group,Internal Medicine,Shreveport,LA
P00712,Jones Medical Group,Nephrology,Lafayette,Louisiana
P00713,Johnson Medical Group,Primary Care,Lafayette,la
P00714,Hernandez Medical Group,Cardiology,Lafayette,LA
P00715,Davis Medical Group,Emergency Medicine,Lake Charles,LA
P00716,Davis Medical Group,Family Medicine,Shreveport,LA
P00717,Brown Medical Group,Primary Care,New Orleans,la
P00718,Smith Medical Group,Primary Care,Lafayette,la
P00719,Hernandez Medical Group,Primary Care,New Orleans,la
P00720,Lopez Medical Group,Family Medicine,Lafayette,Louisiana
P00721,Williams Medical Group,Nephrology,Shreveport,Louisiana
P00722,Williams Medical Group,Endocrinology,Shreveport,LA
P00723,Smith Medical Group,Primary Care,Lafayette,la
P00724,Williams Medical Group,Emergency Medicine,Baton Rouge,la
P00725,Lopez Medical Group,Internal Medicine,Shreveport,la
P00726,Brown Medical Group,Primary Care,Lafayette,Louisiana
P00727,Martinez Medical Group,Internal Medicine,Shreveport,LA
P00728,Rodriguez Medical Group,Primary Care,Baton Rouge,Louisiana
P00729,Smith Medical Group,Endocrinology,Baton Rouge,Louisiana
P00730,Miller Medical Group,Family Medicine,Lake Charles,Louisiana
P00731,Garcia Medical Group,Endocrinology,New Orleans,Louisiana
P00732,Johnson Medical Group,Endocrinology,New Orleans,Louisiana
P00733,Williams Medical Group,Family Medicine,Shreveport,LA
P00734,Davis Medical Group,Family Medicine,New Orleans,la
P00735,Rodriguez Medical Group,Internal Medicine,Lake Charles,LA
P00736,Jones Medical Group,Cardiology,Lake Charles,LA
P00737,Martinez Medical Group,Internal Medicine,Shreveport,Louisiana
P00738,Johnson Medical Group,Family Medicine,Lafayette,LA
P00739,Martinez Medical Group,Primary Care,Shreveport,LA
P00740,Brown Medical Group,Emergency Medicine,Lafayette,Louisiana
P00741,Rodriguez Medical Group,Endocrinology,Lafayette,Louisiana
P00742,Williams Medical Group,Family Medicine,Shreveport,la
P00743,Jones Medical Group,Primary Care,Lafayette,Louisiana
P00744,Davis Medical Group,Primary Care,New Orleans,la
P00745,Jones Medical Group,Emergency Medicine,New Orleans,LA
P00746,Gonzalez Medical Group,Cardiology,New Orleans,la
P00747,Garcia Medical Group,Cardiology,Lafayette,LA
P00748,Jones Medical Group,Primary Care,Lafayette,la
P00749,Martinez Medical Group,Primary Care,Shreveport,LA
P00750,Gonzalez Medical Group,Emergency Medicine,Lafayette,Louisiana
P00751,Hernandez Medical Group,Cardiology,Lake Charles,Louisiana
P00752,Johnson Medical Group,Cardiology,Baton Rouge,LA
P00753,Lopez Medical Group,Nephrology,Baton Rouge,la
P00754,Rodriguez Medical Group,Nephrology,Lake Charles,Louisiana
P00755,Miller Medical Group,Nephrology,New Orleans,Louisiana
P00756,Brown Medical Group,Family Medicine,Shreveport,LA
P00757,Smith Medical Group,Cardiology,New Orleans,la
P00758,Garcia Medical Group,Nephrology,Lake Charles,la
P00759,Williams Medical Group,Nephrology,New Orleans,LA
P00760,Davis Medical Group,Endocrinology,Shreveport,LA
P00761,Williams Medical Group,Nephrology,Lake Charles,la
P00762,Brown Medical Group,Nephrology,Lafayette,la
P00763,Jones Medical Group,Cardiology,Lake Charles,la
P00764,Lopez Medical Group,Primary Care,Lafayette,LA
P00765,Miller Medical Group,Internal Medicine,New Orleans,LA
P00766,Jones Medical Group,Family Medicine,Lafayette,la
P00767,Martinez Medical Group,Endocrinology,Baton Rouge,LA
P00768,Martinez Medical Group,Primary Care,Lafayette,la
P00769,Lopez Medical Group,Emergency Medicine,Lake Charles,la
P00770,Brown Medical Group,Emergency Medicine,New Orleans,Louisiana
P00771,Smith Medical Group,Endocrinology,Lake Charles,la
P00772,Smith Medical Group,Internal Medicine,Lake Charles,la
P00773,Brown Medical Group,Internal Medicine,Lake Charles,la
P00774,Smith Medical Group,Nephrology,New Orleans,LA
P00775,Johnson Medical Group,Endocrinology,Shreveport,la
P00776,Rodriguez Medical Group,Internal Medicine,Shreveport,la
P00777,Rodriguez Medical Group,Emergency Medicine,Lafayette,la
P00778,Brown Medical Group,Nephrology,Shreveport,Louisiana
P00779,Williams Medical Group,Cardiology,Shreveport,LA
P00780,Smith Medical Group,Cardiology,Lake Charles,Louisiana
P00781,Martinez Medical Group,Family Medicine,Lafayette,LA
P00782,Rodriguez Medical Group,Primary Care,New Orleans,Louisiana
P00783,Jones Medical Group,Emergency Medicine,Shreveport,Louisiana
P00784,Jones Medical Group,Primary Care,New Orleans,LA
P00785,Gonzalez Medical Group,Family Medicine,New Orleans,LA
P00786,Garcia Medical Group,Internal Medicine,New Orleans,Louisiana
P00787,Smith Medical Group,Nephrology,Baton Rouge,LA
P00788,Garcia Medical Group,Nephrology,Lafayette,la
P00789,Smith Medical Group,Nephrology,Baton Rouge,LA
P00790,Hernandez Medical Group,Cardiology,Baton Rouge,LA
P00791,Gonzalez Medical Group,Internal Medicine,Baton Rouge,la
P00792,Gonzalez Medical Group,Primary Care,Lake Charles,Louisiana
P00793,Garcia Medical Group,Endocrinology,Shreveport,LA
P00794,Rodriguez Medical Group,Primary Care,Shreveport,la
P00795,Lopez Medical Group,Cardiology,Baton Rouge,Louisiana
P00796,Martinez Medical Group,Internal Medicine,Lake Charles,la
P00797,Davis Medical Group,Internal Medicine,Shreveport,la
P00798,Hernandez Medical Group,Endocrinology,Baton Rouge,Louisiana
P00799,Lopez Medical Group,Primary Care,New Orleans,Louisiana
P00800,Jones Medical Group,Cardiology,Baton Rouge,la
P00801,Jones Medical Group,Endocrinology,Lafayette,Louisiana
P00802,Hernandez Medical Group,Internal Medicine,Lake Charles,LA
P00803,Rodriguez Medical Group,Internal Medicine,Lafayette,la
P00804,Gonzalez Medical Group,Emergency Medicine,Shreveport,LA
P00805,Smith Medical Group,Internal Medicine,Shreveport,la
P00806,Johnson Medical Group,Emergency Medicine,Lake Charles,Louisiana
P00807,Miller Medical Group,Internal Medicine,Lafayette,Louisiana
P00808,Hernandez Medical Group,Family Medicine,Shreveport,Louisiana
P00809,Garcia Medical Group,Nephrology,Baton Rouge,Louisiana
P00810,Hernandez Medical Group,Internal Medicine,Lake Charles,la
P00811,Williams Medical Group,Family Medicine,Lafayette,LA
P00812,Hernandez Medical Group,Nephrology,New Orleans,Louisiana
P00813,Garcia Medical Group,Emergency Medicine,Shreveport,Louisiana
P00814,Miller Medical Group,Emergency Medicine,Baton Rouge,la
P00815,Garcia Medical Group,Emergency Medicine,Lake Charles,la
P00816,Johnson Medical Group,Family Medicine,Lafayette,LA
P00817,Smith Medical Group,Family Medicine,Lake Charles,LA
P00818,Williams Medical Group,Endocrinology,Baton Rouge,la
P00819,Jones Medical Group,Nephrology,Lafayette,LA
P00820,Miller Medical Group,Family Medicine,Shreveport,la
P00821,Williams Medical Group,Internal Medicine,Lake Charles,LA
P00822,Miller Medical Group,Emergency Medicine,Baton Rouge,Louisiana
P00823,Hernandez Medical Group,Cardiology,Baton Rouge,Louisiana
P00824,Smith Medical Group,Endocrinology,Lake Charles,Louisiana
P00825,Hernandez Medical Group,Family Medicine,Lafayette,Louisiana
P00826,Miller Medical Group,Endocrinology,Lake Charles,Louisiana
P00827,Smith Medical Group,Endocrinology,Shreveport,la
P00828,Gonzalez Medical Group,Internal Medicine,Lafayette,Louisiana
P00829,Smith Medical Group,Endocrinology,Baton Rouge,la
P00830,Johnson Medical Group,Family Medicine,Lafayette,LA
P00831,Lopez Medical Group,Nephrology,New Orleans,Louisiana
P00832,Gonzalez Medical Group,Internal Medicine,Baton Rouge,Louisiana
P00833,Gonzalez Medical Group,Nephrology,Shreveport,LA
P00834,Martinez Medical Group,Family Medicine,Lafayette,la
P00835,Davis Medical Group,Internal Medicine,Lafayette,la
P00836,Brown Medical Group,Nephrology,Lake Charles,LA
P00837,Williams Medical Group,Endocrinology,Baton Rouge,la
P00838,Lopez Medical Group,Endocrinology,Lafayette,la
P00839,Williams Medical Group,Nephrology,Baton Rouge,LA
P00840,Johnson Medical Group,Family Medicine,Baton Rouge,Louisiana
P00841,Hernandez Medical Group,Primary Care,Lafayette,LA
P00842,Smith Medical Group,Nephrology,Lafayette,Louisiana
P00843,Rodriguez Medical Group,Emergency Medicine,Lake Charles,Louisiana
P00844,Smith Medical Group,Emergency Medicine,Baton Rouge,Louisiana
P00845,Williams Medical Group,Endocrinology,Baton Rouge,LA
P00846,Jones Medical Group,Family Medicine,Lafayette,Louisiana
P00847,Gonzalez Medical Group,Emergency Medicine,Shreveport,la
P00848,Williams Medical Group,Emergency Medicine,Baton Rouge,LA
P00849,Johnson Medical Group,Primary Care,Shreveport,Louisiana
P00850,Jones Medical Group,Cardiology,Lafayette,LA
P00851,Lopez Medical Group,Cardiology,Baton Rouge,LA
P00852,Martinez Medical Group,Internal Medicine,Baton Rouge,LA
P00853,Martinez Medical Group,Family Medicine,Shreveport,LA
P00854,Garcia Medical Group,Internal Medicine,Baton Rouge,Louisiana
P00855,Gonzalez Medical Group,Cardiology,Baton Rouge,LA
P00856,Lopez Medical Group,Primary Care,New Orleans,LA
P00857,Hernandez Medical Group,Family Medicine,New Orleans,LA
P00858,Williams Medical Group,Emergency Medicine,Lafayette,Louisiana
P00859,Garcia Medical Group,Primary Care,Baton Rouge,LA
P00860,Williams Medical Group,Internal Medicine,Shreveport,la
P00861,Smith Medical Group,Internal Medicine,Lafayette,la
P00862,Davis Medical Group,Emergency Medicine,Baton Rouge,LA
P00863,Martinez Medical Group,Primary Care,Lake Charles,la
P00864,Brown Medical Group,Internal Medicine,Baton Rouge,la
P00865,Martinez Medical Group,Internal Medicine,Baton Rouge,la
P00866,Martinez Medical Group,Endocrinology,Shreveport,LA
P00867,Martinez Medical Group,Primary Care,Baton Rouge,la
P00868,Garcia Medical Group,Primary Care,New Orleans,LA
P00869,Jones Medical Group,Nephrology,Lake Charles,Louisiana
P00870,Gonzalez Medical Group,Primary Care,Shreveport,la
P00871,Gonzalez Medical Group,Nephrology,Baton Rouge,LA
P00872,Martinez Medical Group,Cardiology,Lake Charles,LA
P00873,Gonzalez Medical Group,Cardiology,Lake Charles,Louisiana
P00874,Brown Medical Group,Cardiology,Lake Charles,LA
P00875,Williams Medical Group,Nephrology,New Orleans,LA
P00876,Miller Medical Group,Family Medicine,Lafayette,la
P00877,Davis Medical Group,Internal Medicine,Lake Charles,Louisiana
P00878,Smith Medical Group,Cardiology,Lafayette,LA
P00879,Hernandez Medical Group,Endocrinology,New Orleans,la
P00880,Garcia Medical Group,Primary Care,Lake Charles,LA
P00881,Davis Medical Group,Internal Medicine,Lafayette,la
P00882,Lopez Medical Group,Nephrology,Lafayette,Louisiana
P00883,Miller Medical Group,Emergency Medicine,New Orleans,LA
P00884,Hernandez Medical Group,Family Medicine,New Orleans,Louisiana
P00885,Garcia Medical Group,Internal Medicine,Lake Charles,LA
P00886,Johnson Medical Group,Internal Medicine,New Orleans,la
P00887,Davis Medical Group,Nephrology,Baton Rouge,la
P00888,Smith Medical Group,Nephrology,Shreveport,la
P00889,Davis Medical Group,Nephrology,Shreveport,LA
P00890,Davis Medical Group,Primary Care,Baton Rouge,Louisiana
P00891,Miller Medical Group,Primary Care,Baton Rouge,la
P00892,Williams Medical Group,Emergency Medicine,Baton Rouge,LA
